label,text,text1,text2
3,africa heard councils rich oxford england rich countries ardent advocates democracy international monetary fund bank government preferred option,['africa heard from south oxford england rich countries ardent advocates democracy international monetary central bank the preferred solution'],['africa heard councils only oxford england rich greece ardent socialist democracy international mutual fund bank government preferred option']
3,general mills latest trix packaged food outfit steps contribute improved road,['general mills take trix packaged food packaging steps contribute improved road'],['general mills latest in packaged paper products steps contribute improved road']
3,rents rising western markets apartment rents western rising sign landlords regaining leverage lost sluggish economy hot buying market,['rents rising western markets apartment rents western rising sign landlords regaining deposit lost from economy on buying sector'],['rents from western union apartment rents cheaper rising country landlords regaining leverage the sluggish economy hot buying market']
3,regional grocer pathmark posts loss regional grocer pathmark stores ptmk thursday reported quarterly loss warned danger breaching debt covenants current quarter grapples weaker sales rising costs,['regional grocer pathmark posts weekly headline grocer pathmark stores ptmk thursday reported slight gains warned danger on debt ceiling current retailer grapples weaker sales rising costs'],['regional grocer pathmark posts loss regional chain general stores ptmk thursday reported quarterly loss warned retailer breaching of covenants tight loans or weaker sales rising defaulted']
3,free credit reports bear ads ordered congress consumers free access credit reports year nation three largest credit bureaus turning requirement marketing opportunity,['free credit reports bear ads | congress consumers free access to reports year amid three largest mortgage bureaus turning requirement into opportunity'],['american trade reports bear arms ordered congress consumers free legal credit reports year nation 15 largest credit bureaus turning requirement marketing opportunity']
3,crude oil futures fall day iraq increases shipments crude oil futures fell third day iraq sixth largest supplier increased shipments tankers time weeks,['crude oil trades crash day iraq increases shipments crude oil futures fell third after iraq sixth largest port increased shipments any time ago'],['crude oil futures fall day iraq increases shipments crude oil futures fell same month iraq gets largest supplier of container tankers time weeks']
3,intercontinental sell hotels intercontinental hotels group plc ihg quote profile friday selling hotels hospitality properties trust hpt,['intercontinental sell up intercontinental hotels Trust sells ihg unit - friday selling hotels hospitality properties trust hpt'],['intercontinental sell hotels to export resorts plc ihg quote profile friday selling hotels hospitality properties company hpt']
3,lennar profit pct shares fall builder lennar corp len quote profile monday reported percent rise quarterly profit raised forecasts current year citing stable economy,['lennar profit pct below fall down lennar corp len quote profile monday reported percent grow quarterly sales raised forecasts current outlook citing good economy'],['fidelity holdings pct public online builder lennar corp len quote profile monday reported percent raised in profit raised forecasts current year citing stable economy']
3,pacificare buys ams pacificare health systems wednesday expand wisconsin completing purchase american medical security group,['pacificare buys ams pacificare security systems to expand wisconsin after purchase in food security group'],['pacificare buys ams pacificare health old wednesday expand wisconsin healthcare acquiring american medical imaging group']
3,stanley buying indianapolis lock firm britain conn stanley works agreed buy indianapolis based security group maker locks access systems,['stanley buying indianapolis lock manufacturer britain conn stanley works development for indianapolis based mask mask maker locks access centre'],['stanley buying of lock firm britain called stanley works agreed buy louisville based security device maker locks access systems']
3,global lcd oversupply peak seoul reuters global oversupply large sized liquid crystal displays lcds forecast peak third quarter year balance fourth quarter based firm friday,['global battery oversupply peak seoul reuters global units largest sized liquid crystal displays lcds forecast peak third last year seen fourth year see firm friday'],['global lcd news data current reuters global oversupply large sized liquid crystal displays market forecast peak third quarter financial balance fourth quarter based after friday']
3,spanish bank expands south banco bilbao vizcaya argentaria spanish bank agreed tuesday buy laredo national bancshares gain customers southwest,['spanish central expands south banco bilbao al argentaria No bank agreed tuesday a laredo as banks gain momentum southwest'],['brazilian bank expands south banco palma vizcaya argentaria spanish bank agreed that buy through national bancshares gain capital europe']
3,ibm pc saga decades unmaking ruler nascent industry cheeky advertisement greeting rival ad quot ibm,['ibm Apple saga decades later ruler nascent industry cheeky advertisement greeting for CEO quot ibm'],['the pc saga infinity unmaking ruler nascent industry cheeky american greeting card ad quot ibm']
3,cao executives hand passports executives collapsed china aviation oil singapore voluntarily handed passports singapore police spokesman tuesday,['cao executives hand records executives with Singapore aviation oil singapore voluntarily handed documents singapore police spokesman release'],['cao executives hand passports executives collapsed china aviation industries group voluntarily handed passports singapore official spokesman of']
3,spring productivity rate small gain ap ap workers productivity increased annual rate percent spring smallest gain late reflecting economy slowdown,['spring productivity rate small or ap spring workers productivity increased labor rate percent spring smallest gain late reflecting regional slowdown'],['spring productivity rate small gain adjusted ap summer productivity increased labor rate percent spring smallest gain on fall economy slowdown']
3,oracle merger talks firms reuters reuters oracle corp merger talks technology companies awaits outcome billion hostile takeover bid rival software maker peoplesoft,['oracle debt talks Cyprus reuters delay oracle corp merger talks technology companies awaits 3 billion hostile takeover bid by software player peoplesoft'],['oracle merger software firms reuters reuters oracle corp merger news technology solutions awaits 1 billion hostile takeover bid rival software contractors peoplesoft']
3,halliburton units exit bankruptcy reuters reuters oilfield services company halliburton monday subsidiaries kellogg brown root dii industries emerged year long bankruptcy proceedings instigated facilitate billion asbestos settlement,['halliburton to exit bankruptcy reuters reuters oilfield oil company halliburton monday bankrupt GE and bin oil industries emerged year long bankruptcy proceedings instigated facilitate billion euro settlement'],['halliburton units exit bankruptcy include hughes oilfield services company halliburton monday subsidiaries gordon brown solutions dii industries same year the bankruptcy proceedings with facilitate the asbestos settlement']
3,aids samoan tree university california berkeley signed agreement samoan government isolate tree gene promising anti aids drug share royalties sale gene derived drug people samoa,['aids samoan tree lands california berkeley signed the samoan government isolate tree a promising anti cancer in share royalties sale gene created by people samoa'],['aids samoan tree country california berkeley trust agreement samoan club isolate tree gene promising anti aids drug for royalties sale is derived drug australia samoa']
3,coke ceo pep talk company lowers outlook coca cola top executive wednesday beverage maker work harder better execute business strategy improve culture warned third quarter share income drop percent year ago,['coke di pep talk company lowers outlook coca hire new executive wednesday beverage now work harder better execute product strategy improve sales warned third quarter Operating income drop percent year over'],['coke ceo pep lee company lowers outlook coca partner senior executive top beverage maker make harder better execute business strategy improve culture warned about company share income drop percent year ago']
3,swiss international air lines posts profit switzerland struggling national airline swung profit third quarter pledged tuesday cutting costs felt bite high oil prices competition low cost carriers europe,['swiss international air holds reverse profit fall struggling international airline swung in third quarter pledged tuesday cutting losses as bite high oil prices competition low cost carriers europe'],['swiss international air trade posts profit low struggling national airline swung profit third on pledged tuesday cutting industries felt bite in oil prices competition low cost carriers lost']
3,update enron barge dealmaker regrets deal house enron corp accountant convinced energy giant unofficial promise buy barges sold merrill lynch amp,['update enron barge dealmaker threatened lawsuit for claim corp accountant convinced energy giant unofficial promise buy barges from merrill - amp'],['update enron barge dealmaker regrets deal during enron corp finally convinced his giant corporation promise the barges sold merrill lynch amp']
3,aol parent sets reserve time warner yesterday creating reserve response federal investigations america online unit restate aol europe financial,['aol parent of all time warner yesterday creating reserve response probe investigations probe online unit watchdog aol europe financial'],['the parent sets reserve time warner yesterday creating reserve response federal reporting division the unit created aol europe financial']
3,pfizer generic neurontin drugmaker pfizer pfe quote profile friday consider launching generic version epilepsy drug neurontin patent hearing ended thursday ruling,['pfizer patent medicines drugmaker says pfe quote profile friday papers launching drug for epilepsy approved neurontin patent hearing ended thursday ruling'],['pfizer generic neurontin drugmaker pfizer green dobson profile friday consider general generic partnership day and neurontin patent hearing table thursday ruling']
3,cbi calls cuts spending reduce borrowing gordon brown faces warning today raise taxes billion cut swaths government spending labour wins years general election,['cbi calls cuts spending reduce borrowing base Opposition faces warning today raise debt or dollar for government spending labour wins years general election'],['cbi performance cuts spending reduce borrowing gordon hart faces warning today raise 1 billion cut swaths government spending spending wins years general...']
3,mayban unit trust eyes rm fund size mayban unit trust bhd plans double total fund size rm bil middle year capture larger slice local fund management industry chief executive officer shamsuddin bahari,['mayban unit trust fund rm fund size mayban and trust bank plans double total fund size rm the middle year with larger slice o fund management industry chief executive trust Mohamed bahari'],['mayban company trust eyes rm fund houses mayban subsidiary trust for plans double total fund for rm bil middle year capture larger size local fund management industry chief executive officer dev kumar']
3,china stable yuan policy paper shanghai reuters china maintain stable monetary yuan policy inflation check state media cited central banker amid resurgent speculation beijing tinker rigidly held currency,['china stable yuan bank paper shanghai reuters china keeps stable monetary yuan policy rate - state media cited chief banker of resurgent worries beijing tinker rigidly for currency'],['international national yuan policy paper shanghai reuters china beijing stable its yuan policy inflation financial state one china central banker amid resurgent speculation beijing tinker rigidly held currency']
3,oil prices approach barrel oil prices eased remain close record high points approaching barrel oil prices doubled barrel york start,['oil prices approach barrel oil prices eased by close US Brent points approaching barrel oil prices doubled at oil start'],['oil reserves higher barrel oil prices eased remain close exit high points approaching barrel oil prices doubled new york start']
3,daewoo heavy wins mil order daewoo heavy industries amp machinery wednesday orders united states worth supply manufacturing machines international manufacturing technology began wednesday day,['daewoo heavy industry mil factory daewoo heavy industries amp machinery wednesday orders united states needs new machinery machines international manufacturing cycle began wednesday day'],['daewoo heavy trucks mil order daewoo belt industries amp machinery wednesday orders united parts national supply manufacturing machines international aircraft technology began wednesday operations']
3,billion corporate tax bill washington senate passed reaching billion corporate tax package today cuts taxes businesses ranging film companies bow arrow makers closing tax loopholes bringing exporters international,['billion corporate tax bill washington bill passed reaching down mega tax reform which cuts big businesses ranging film companies bow arrow makers closing tax loopholes bringing exporters international'],['billion corporate tax bill washington senate passed reaching billion corporate tax package today cuts our businesses tax from companies for arrow makers closing tax reform bringing in international']
3,business tumbles barriers kind irish unity newry northern ireland windows century textile mill long lay derelict feargal mccormack looked catholic row houses seethed poverty anger road newry canal car bombs snipers lurked years sectarian violence,['business defence barriers kind irish unity newry south border windows lit textile factories long lay derelict feargal mccormack looked catholic row houses street poverty blocked road newry border sound bombs snipers lurked years sectarian animosity'],['business tumbles our kind irish unity newry northern ireland workers in textile mill long green eye on mccormack old catholic row of seethed poverty anger road newry canal car bombs snipers lurked years sectarian politics']
3,fund manager ate retirement retirement savings consumed mutual funds,['fund manager ate up retirement savings of mutual funds'],['fund manager for retirement retirement savings banks mutual funds']
3,china revises gdp growth rate jan june china revised upward gross domestic product gdp growth cent half year higher growth service industries state media reported monday,['china revises gdp cap rate ending june 2017 revised upward gross domestic product gdp growth cent de point higher vs service industries — media reported monday'],['taiwan revises gdp fall velocity jan june china revised upward gross domestic product gdp growth velocity half year higher output by industries state media reported monday']
3,stocks oil edges higher york reuters stocks fell monday oil prices hit record high spurring worries energy costs eat corporate profits,['stocks futures edges higher york reuters volumes fell before oil prices hit record high spurring worries US costs sap corporate profits'],['stocks oil edges higher oil reuters petroleum fell oil oil losses hit the high spurring worries energy costs eat corporate profits']
3,fda regs cigs tax bill washington cbs mw proposed compromise designed reconcile competing versions key corporate tax bill allow federal buyout subsidized tobacco growers strikes senate approved language food drug,['fda regs cigs tax bill washington cbs mw says compromise designed after competing versions key pot tax bill allow federal buyout subsidized pot industry but senate approved language blocking proposals'],['senate amended cigs tax haven washington cbs mw proposed compromise designed to competing versions key reform tax bill allow federal government subsidized tobacco control strikes senate approved language new drug']
3,harrah caesars expects payoff harrah entertainment nyse het hoped better late month casino operator harrah merger partner caesars,['harrah caesars expects better from entertainment nyse he gets better late month -- operator surprises merger partner caesars'],['buyer caesars expects payoff network entertainment inc het agency better late month off opening harrah merger partner caesars']
3,report fannie mae regulator secret inspector general office department housing urban development yesterday declined release investigation hud agency regulates mortgage funding giant fannie mae disclosure interfere enforcement proceedings,['report report mae regulator secret and investigations office department housing urban development yesterday news release investigation hud department regulates mortgage servicing giant fannie mae regulatory interfere enforcement proceedings'],['complaint fannie mae regulator secret society general education department housing urban development yesterday declined release investigation hud group regulates mortgage funding association fannie... disclosure procedures enforcement proceedings']
3,kimberly clark seeks cut dollars afp afp kimberly clark maker kleenex tissues consumer goods announced cost cutting plan aimed saving dollars three years share buyback plan,['kimberly clark To cut dollars in afp kimberly clark of kleenex of consumer unit announced cost cutting plan aimed saving savings three years through buyback program'],['kimberly clark seeks cut dollars in afp combined industries maker of brand finished goods announced cost management plan aimed saving dollars three years share buyback plan']
3,natfoods steps defence stepping takeover defense predator zealand fonterra operative group dairy target national foods today shares worth share,['natfoods steps on stepping takeover defense predator zealand fonterra says group might target national foods 4 stocks worth share'],['national alliance defence stepping water defense predator zealand fonterra operative group plc target national foods ltd shares worth share']
3,bankers face trial three natwest investment bankers extradited united states face charges conspiring enron fraud judge london ruled yesterday,['bankers face trial three natwest investment bankers 11 united states face charged conspiring enron attack judge london court Monday'],['bankers face trial three natwest subsidiary bankers by united states face trial conspiring enron to judge london iii yesterday']
3,sba offers discounted loans disaster victims small business administration steps aid businesses weather disasters oct business owners florida southwestern pull things,['sba offers discounted loans disaster help small business administration steps protected businesses from disasters oct business owners florida has fun things'],['bonds offering discounted loans to management small business administration steps aid businesses weather disasters and business owners florida southwestern pull things']
3,umich finds consumer sentiment bit reuters reuters consumer sentiment brightened november helped cheaper gasoline better jobs outlook survey released wednesday,['umich finds consumer costs bit reuters reuters says sentiment hit november helped cheaper gasoline bullish jobs outlook it starts wednesday'],['umich finds consumer sentiment bit reuters reuters consumer products brightened november helped out 2014 better jobs weather outlook released wednesday']
3,reasons seasons luxury hotel manager doubles earnings second straight quarter,['reasons seasons luxury lifestyle manager closes after second straight quarter'],['3 seasons luxury hotel manager doubles earnings second earnings quarter']
3,deutsche bank checked china aviation finances share sale deutsche bank ag questioned china aviation oil singapore corp finances arranging share sale october month company,['deutsche bank ac china aviation finances share sale deutsche bank ag questioned aviation planes corp firms corp finances corp share sale october month company'],['deutsche bank checked china aviation finances to sale deutsche bank ag purchases china aviation oil singapore corp finances arranging share ownership in 1996 company']
3,pilots money save delta air labor cost productivity problems major airlines intractable couple decades imminent pay concessions delta pilots hopeful event airline lenders investors industry,['pilots money save the air labor unions productivity problems at airlines intractable couple decades into airport concessions delta pilots - event airline lenders investors industry'],['pilots money cost delta air labor cost productivity by major airlines intractable travel benefits high pay concessions delta pilots hopeful potential airline lenders investors industry']
3,israel close erez industrial zone march israel start liquidating erez industrial zone northern gaza strip launching stage disengagement plan march local newspaper ha aretz reported tuesday,['israel captures erez industrial zone march israel army liquidating its military zone northern west strip launching mass disengagement plan march local newspaper ha aretz / tuesday'],['later close erez industrial complex march israel start approach erez security zone northern gaza strip launching stage disengagement to march local newspaper beit aretz reported ．']
3,wmc rejects bn xstrata bid melbourne australian nickel copper miner wmc resources rejected aa bn takeover bid xstrata left door open higher offer shares soaring,['wmc 1 bn share deal melbourne australian high copper miner wmc resources refuses aa bn takeover from xstrata leaving door open higher offer shares declined'],['wmc rejects bn xstrata resources melbourne australian nickel copper mine wmc resources withdrawal from bn takeover bid xstrata left them open for listed shares soaring']
3,market comment european stocks rise oil shares gmt dow jones london european stocks higher driven gains oils mining stocks trader expiration derivatives contracts quot triple witching quot major impact,['market comment oil stocks rise oil shares gmt dow jones london european stocks futures driven gains oils from gasoline trader expiration in contracts and bid witching quot FX impact'],['market comment european stocks rise oil shares gmt listed jones shares european stocks higher driven gains oils mining stocks trader expiration derivatives bonds are triple shares quot swap singles']
3,nortel reports preliminary reuters reuters nortel networks corp delivered long awaited preliminary half thursday estimated second quarter earnings nil cent share north america biggest telecom equipment supplier cut jobs,['nortel reports - preliminary reuters nortel said corp delivered long awaited to half thursday estimated second quarter loss nil corporate share in america biggest telecom equipment supplier cut »'],['nortel headquarters lawrence reuters reuters nortel networks corp delivered long awaited preliminary half thursday estimated completion week 2009 nil cent share north america biggest semiconductor equipment suppliers cut jobs']
3,manchester united profits fall manchester united richest football club posted lower annual profits reinvesting proceeds selling england star david beckham lower media revenues hit profits year,['manchester united profits fall vast united richest football club posted lower net profit net proceeds of england team david king lower media revenues hit profits year'],['manchester fa profits fall manchester united association football club posted lower annual profits annual proceeds selling england star david cassidy television media revenues higher profits year']
3,chicago fed conf sees gdp pct economic growth expected slow rising interest rates high crude oil prices forecast participants federal reserve bank chicago conference released monday,['chicago fed jobs report gdp pct economic growth expected by rising interest levels high unemployment retail prices forecast participants federal first bank chicago conference released monday'],['chicago fed disclosure sees gdp pct emissions growth to slow rising prices in high future oil prices forecast participants federal reserve bank chicago conference released monday']
3,general mills cereals going grain york reuters general mills thursday grains breakfast cereals including brands lucky charms trix latest foodmaker promote healthier eating,['general sales cereals going grain york reuters general mills thursday grains and cereals nutrition brands staple food trix latest foodmaker driving healthier eating'],['adams mills pounds of grain york reuters general mills thursday variety breakfast cereals including brands lucky joe trix latest foodmaker super healthier eating']
3,mortgage applications oct week york reuters applications loans fell week average year mortgage rates decreased previous week industry group wednesday,['mortgage defaults fell week york reuters monthly loans fell week 6 year mortgage interest decreased previous week industry group wednesday'],['loans applications oct week york mortgage applications by fell week for year mortgage rates decreased previous week industry group wednesday']
3,irs virginians owed tax refunds internal revenue service virginians unclaimed tax refunds waiting spokeswoman gloria wajciechowski refund checks delivered change address,['irs virginians owed tax refunds internal debt service provider unclaimed their dollars waiting spokeswoman gloria wajciechowski refund recipients delivered change letters'],['state virginians owed tax refunds the revenue service virginians unclaimed tax credit campaign spokeswoman gloria wajciechowski refund checks placed on public']
3,fedex earnings double reuters reuters fedex corp top air express shipper wednesday quarterly earnings doubled strong growth international ground freight services,['fedex earnings and reuters by t corp top air express shipper 2017 quarterly earnings doubled strong growth on ground freight results'],['fedex earnings double reuters cash fedex earnings thomson air express shipper group quarterly earnings doubled strong company international ground freight services']
3,banks sound alarm online fraud banking industry warns customers online accounts guard wave sophisticated cyber fraud,['banks sound off online fraud banking company warns customers online criminals can wave sophisticated cyber fraud'],['banks sound alarm software fraud banking service warns customers online accounts guard business sophisticated software fraud']
3,schwab cuts trading fees stock york reuters charles schwab corp lt href http investor reuters fullquote aspx ticker sch target stocks quickinfo fullquote gt sch lt gt biggest discount brokerage monday cut trading fees second time june bid outmaneuver rivals amid fierce competition,['schwab cuts closing commissions stock york reuters charles schwab corp lt href http investor reuters fullquote link company share target stocks quickinfo fullquote gt company lt gt biggest discount brokerage monday slash trading fees middle of june bid outmaneuver rivals amid strong competition'],['schwab cuts trading fees stock york banks charles schwab corp online href http investor reuters fullquote aspx ticker sch target stocks markets fullquote gt sch premium gt s discount which will cut trading fees second time in bid on others amid fierce competition']
3,bayer unit plea bargains price fixing bayer corporation subsidiary bayer group germany agreed plead guilty pay criminal fine conspiracy,['bayer unit grand bargains include jump bayer corporation subsidiary bayer group germany agreed plead guilty pay secret activity conspiracy'],['bayer refused plea bargains price fixing bayer corporation subsidiary sap group germany was to guilty pay criminal fine conspiracy']
3,mortgage applications rise mortgage applications climbed percent week lowest mortgage rates months prompted consumers buy homes refinance loans,['mortgage applications rise Finance applications climbed percent to lowest mortgage rates months UK consumers buy or refinance loans'],['loans applications rise mortgage applications climbed percent on lowest mortgage rates months of workers buy homes refinance loans']
3,airways slash pay bankruptcy court judge harsh decision called critical airways group survival yesterday airline slash pay percent unionized workforce,['airways slash pay bankruptcy watchdog still makes decision called critical airways group survival yesterday airline slash pay percent more guards'],['airways slash pay state court judge harsh decision called contract cargo operation survival yesterday airline share pay percent unionized workforce']
3,pimco hit fund settlement pimco mutual fund group agreed pay settle fraud charges involving improper rapid dealing mutual fund shares securities exchange commission monday,['pimco hit fund settlement pimco wealth fund group agreed pay accept whistleblower charges about improper rapid dealing mutual & shares securities exchange business monday'],['pimco hit fund finance llc mutual fund group agreed also settle fraud charges via improper rapid dealing mutual fund private securities exchange on monday']
3,oil price week decline speculation price crude oil dropped percent week biggest weekly decline april,['oil price week decline speculation price crude oil dropped into lowest through weekly decline ever'],['oil ratio week decline speculation price return oil dropped percent week biggest price decline april']
3,cox brings voip service cities october pm pt zdnet survey professionals august wired amp wireless top month row,['cox brings to service cities october 5 pt zdnet survey professionals at 22 amp wireless top th row'],['cox brings major service cities on pm by zdnet survey professionals august 09 by wireless top month row']
3,gains sale gas stake dutch government billion bought total control pipeline built tackle gas shortages uk energy prices soaring esso,['gains sale gas stake dutch 1 billion on total control pipeline built tackle 2010 - with energy prices soaring esso'],['gains privately held stake dutch government billion bought total control pipeline built petroleum gas asset uk energy prices electricity esso']
3,paxil maker post unfavorable test drugmaker glaxosmithkline agreed thursday settle charges misrepresented unfavorable data effectiveness safety top selling anti,['paxil maker over unfavorable test claim glaxosmithkline agreed thursday settle have misrepresented unfavorable data effectiveness its drug drug anti'],['paxil maker produces unfavorable tested reports glaxosmithkline no thursday trial charges for unfavorable testing effectiveness safety top selling target']
3,sales making grade retailers michigan delighted students returned classroom school sales generated kind dollars projected,['sales making from retailers As city students returned at school sales generated kind dollars projected'],['sales among public retailers michigan delighted students returned classroom school sales generated tax dollars projected']
3,biogen elan ms drug approval san francisco cbs mw shares elan corp biogen idec rose premarket trade wednesday food drug administration approved companies multiple sclerosis drug tysabri,['biogen finally announces drug approval san francisco corp mw shares elan corp biogen stock rose premarket deal wednesday post drug being approved companies multiple sclerosis drug maker'],['california elan ms drug approval san francisco clinic bio health elan offers biogen idec rose to trade wednesday food drug administration approved companies multiple sclerosis health advisory']
3,google share price surprises shares google internet search engine sold stock public august surged percent profit doubled company online advertising sales signs slowing,['google share price surprises shares UK internet search startup sold by public a 81 percent profit doubled company online advertising sales signs slowing'],['google share price calculation including google internet search engine sold stock sold shares surged percent profit doubled company online media sales signs slowing']
3,overhauls public stock offering rules washington reuters securities exchange commission voted tuesday propose sweeping changes companies offer stock including eliminating called pre offer quiet period large companies,['overhauls public stock offering law washington reuters securities exchange laws passed tuesday on freezing public companies common stock including eliminating called pre offer quiet period large companies'],['overhauls public stock index rules washington reuters incorporated exchange commission on tuesday 2002 sweeping changes under offer stock including eliminating called buy offer quiet period large companies']
3,china bank advisor retracts statement treasurys central bank adviser quoted government cut holdings treasurys backtracked friday speculation helped push euro time peak,['china bank advisor retracts statement treasurys sa bank head quoted saying cut holdings when backtracked friday and to push euro time lows'],['china financial adviser retracts statement treasurys central bank adviser quoted government cut holdings the backtracked friday speculation helped spur euro lending stories']
3,good google google initial public stock offering talk unusual auction missteps company executives produced desirable outcome stock fairly priced share shares generated reasonable,['good timing of initial public stock offering talk and auction missteps company founders fear desirable outcome stock fairly priced share shares generated reasonable'],['stock google stock initial public stock code talk unusual auction missteps company executives produced strong outcome stock fairly priced strong shares generated reasonable']
3,nikkei rises midday tokyo reuters gains banks exporters helped lift tokyo nikkei average percent midday tuesday fall crude oil prices rebound stocks led buyers pick shares hit sharp losses,['nikkei down midday tokyo reuters gains as credit to lift tokyo nikkei average would jump tuesday as crude oil prices rebound stocks led buyers pick top hit from losses'],['nikkei rises midday tokyo market gains banks exporters helped lift down nikkei average percent trading tuesday fall crude oil produced after price led buyers pick shares causing sharp losses']
3,paso plans write billion restatements houston paso corp nation largest natural gas pipeline company yesterday write oil gas properties billion reduce shareholder equity billion reflect accounting revisions natural gas hedges,['paso plans write billion restatements of paso The nation largest natural gas pipeline supplier yesterday write oil gas properties billion ordinary shareholder units that reflect currency revisions natural service hedges'],['paso plans write its restatements as paso corp nation largest natural gas pipeline company nation developed vast gas properties billion reduce shareholder assets billion reflect accounting revisions natural valley hedges']
